model,task,eval_split,score_threshold,cutoff,group,n_images,n_gt,n_pred,n_unmatched,n_forgiven,recall,precision,f1
DeepForest-finetuned,TreeBoxes,validation,0.1,0.65,Allen et al. 2025,24,1609,2391,1838,1221,0.3856200538256802,0.6209114352282548,0.47576435248687937
DeepForest-finetuned,TreeBoxes,validation,0.1,0.65,Frey et al. 2026,61,2813,4821,4028,4016,0.27115632885964464,0.9781692292027289,0.42460794223316145
DeepForest-finetuned,TreeBoxes,validation,0.1,0.7,overall (macro),85,4422,7212,5866,5190,0.3283881913426624,0.7925387504646534,0.46436633312503467
DeepForest-finetuned,TreeBoxes,validation,0.1,0.7,Allen et al. 2025,24,1609,2391,1838,1174,0.3856200538256802,0.6069082717265779,0.4715956096874762
DeepForest-finetuned,TreeBoxes,validation,0.1,0.7,Frey et al. 2026,61,2813,4821,4028,4016,0.27115632885964464,0.9781692292027289,0.42460794223316145
DeepForest-finetuned,TreeBoxes,validation,0.1,0.75,overall (macro),85,4422,7212,5866,5144,0.3283881913426624,0.7845578358558278,0.4629865643510843
DeepForest-finetuned,TreeBoxes,validation,0.1,0.75,Allen et al. 2025,24,1609,2391,1838,1129,0.3856200538256802,0.59148101129011,0.4668645804485554
DeepForest-finetuned,TreeBoxes,validation,0.1,0.75,Frey et al. 2026,61,2813,4821,4028,4015,0.27115632885964464,0.9776346604215457,0.42455755648659776
DeepForest-finetuned,TreeBoxes,validation,0.1,0.8,overall (macro),85,4422,7212,5866,5091,0.3283881913426624,0.7745065228174992,0.4612204464227727
DeepForest-finetuned,TreeBoxes,validation,0.1,0.8,Allen et al. 2025,24,1609,2391,1838,1078,0.3856200538256802,0.5756133578910484,0.4618400720305791
DeepForest-finetuned,TreeBoxes,validation,0.1,0.8,Frey et al. 2026,61,2813,4821,4028,4013,0.27115632885964464,0.97339968774395,0.4241568596680416
DeepForest-finetuned,TreeBoxes,validation,0.1,0.85,overall (macro),85,4422,7212,5866,5038,0.3283881913426624,0.7636843004804597,0.4592825257834311
DeepForest-finetuned,TreeBoxes,validation,0.1,0.85,Allen et al. 2025,24,1609,2391,1838,1027,0.3856200538256802,0.5560180935448382,0.4554015313834674
DeepForest-finetuned,TreeBoxes,validation,0.1,0.85,Frey et al. 2026,61,2813,4821,4028,4011,0.27115632885964464,0.9713505074160812,0.4239619935072115
DeepForest-finetuned,TreeBoxes,validation,0.1,0.9,overall (macro),85,4422,7212,5866,4973,0.3283881913426624,0.751640223805168,0.4570801474736902
DeepForest-finetuned,TreeBoxes,validation,0.1,0.9,Allen et al. 2025,24,1609,2391,1838,964,0.3856200538256802,0.5355059607664183,0.4483682669762918
DeepForest-finetuned,TreeBoxes,validation,0.1,0.9,Frey et al. 2026,61,2813,4821,4028,4009,0.27115632885964464,0.9677744868439179,0.42362038895222975
DeepForest-finetuned,TreeBoxes,validation,0.1,0.95,overall (macro),85,4422,7212,5866,4879,0.3283881913426624,0.7264787060110844,0.4523168352602782
DeepForest-finetuned,TreeBoxes,validation,0.1,0.95,Allen et al. 2025,24,1609,2391,1838,879,0.3856200538256802,0.5048000566806282,0.43723411619196834
DeepForest-finetuned,TreeBoxes,validation,0.1,0.95,Frey et al. 2026,61,2813,4821,4028,4000,0.27115632885964464,0.9481573553415406,0.4217107885968099
DeepForest-finetuned,TreeBoxes,validation,0.1,1.0,overall (macro),85,4422,7212,5866,4757,0.3283881913426624,0.6974320627156119,0.4465274549873559
DeepForest-finetuned,TreeBoxes,validation,0.1,1.0,Allen et al. 2025,24,1609,2391,1838,778,0.3856200538256802,0.4671904997133804,0.42250421245066955
DeepForest-finetuned,TreeBoxes,validation,0.1,1.0,Frey et al. 2026,61,2813,4821,4028,3979,0.27115632885964464,0.9276736257178433,0.41965013264657713
DeepForest-finetuned,TreeBoxes,validation,0.1,1.0001,overall (macro),85,4422,7212,5866,0,0.3283881913426624,0.2043654659294668,0.2519408541392626
DeepForest-finetuned,TreeBoxes,validation,0.1,1.0001,Allen et al. 2025,24,1609,2391,1838,0,0.3856200538256802,0.2419610897223161,0.2973481577695107
DeepForest-finetuned,TreeBoxes,validation,0.1,1.0001,Frey et al. 2026,61,2813,4821,4028,0,0.27115632885964464,0.16676984213661755,0.20652201742313162
SAM3,TreeBoxes,validation,0.1,0.0,overall (macro),85,4422,8344,6057,4513,0.5375815290861817,0.6453684117666894,0.5865643602320578
SAM3,TreeBoxes,validation,0.1,0.0,Allen et al. 2025,24,1609,2997,2090,1744,0.6123220188311495,0.7153666549155755,0.6598455842908737
SAM3,TreeBoxes,validation,0.1,0.0,Frey et al. 2026,61,2813,5347,3967,2769,0.46284103934121407,0.5753701686178032,0.5130072278308632
SAM3,TreeBoxes,validation,0.1,0.05,overall (macro),85,4422,8344,6057,4506,0.5375815290861817,0.6389361062660484,0.5838930733784387
SAM3,TreeBoxes,validation,0.1,0.05,Allen et al. 2025,24,1609,2997,2090,1738,0.6123220188311495,0.7106987652257688,0.6578528590751542
SAM3,TreeBoxes,validation,0.1,0.05,Frey et al. 2026,61,2813,5347,3967,2768,0.46284103934121407,0.5671734473063278,0.5097232150441164
SAM3,TreeBoxes,validation,0.1,0.1,overall (macro),85,4422,8344,6057,4504,0.5375815290861817,0.6382872371522181,0.58362198026938
SAM3,TreeBoxes,validation,0.1,0.1,Allen et al. 2025,24,1609,2997,2090,1736,0.6123220188311495,0.7094010269981084,0.6572963532459835
SAM3,TreeBoxes,validation,0.1,0.1,Frey et al. 2026,61,2813,5347,3967,2768,0.46284103934121407,0.5671734473063278,0.5097232150441164
SAM3,TreeBoxes,validation,0.1,0.15,overall (macro),85,4422,8344,6057,4500,0.5375815290861817,0.6371532030998242,0.5831474694668813
SAM3,TreeBoxes,validation,0.1,0.15,Allen et al. 2025,24,1609,2997,2090,1732,0.6123220188311495,0.7071329588933205,0.6563211148262769
SAM3,TreeBoxes,validation,0.1,0.15,Frey et al. 2026,61,2813,5347,3967,2768,0.46284103934121407,0.5671734473063278,0.5097232150441164
SAM3,TreeBoxes,validation,0.1,0.2,overall (macro),85,4422,8344,6057,4492,0.5375815290861817,0.6334301805243425,0.5815831937818426
SAM3,TreeBoxes,validation,0.1,0.2,Allen et al. 2025,24,1609,2997,2090,1725,0.6123220188311495,0.7024191541795158,0.6542834793375418
SAM3,TreeBoxes,validation,0.1,0.2,Frey et al. 2026,61,2813,5347,3967,2767,0.46284103934121407,0.5644412068691692,0.5086168982245475
SAM3,TreeBoxes,validation,0.1,0.25,overall (macro),85,4422,8344,6057,4484,0.5375815290861817,0.6311865907807528,0.5806357083888332
SAM3,TreeBoxes,validation,0.1,0.25,Allen et al. 2025,24,1609,2997,2090,1717,0.6123220188311495,0.6979319746923364,0.6523301861514408
SAM3,TreeBoxes,validation,0.1,0.25,Frey et al. 2026,61,2813,5347,3967,2767,0.46284103934121407,0.5644412068691692,0.5086168982245475
SAM3,TreeBoxes,validation,0.1,0.3,overall (macro),85,4422,8344,6057,4474,0.5375815290861817,0.628667239709142,0.5795674217231118
SAM3,TreeBoxes,validation,0.1,0.3,Allen et al. 2025,24,1609,2997,2090,1707,0.6123220188311495,0.6928932725491146,0.6501208042592369
SAM3,TreeBoxes,validation,0.1,0.3,Frey et al. 2026,61,2813,5347,3967,2767,0.46284103934121407,0.5644412068691692,0.5086168982245475
SAM3,TreeBoxes,validation,0.1,0.35,overall (macro),85,4422,8344,6057,4465,0.5375815290861817,0.6261851646797099,0.5785104181497017
SAM3,TreeBoxes,validation,0.1,0.35,Allen et al. 2025,24,1609,2997,2090,1698,0.6123220188311495,0.6879291224902504,0.6479273668129769
SAM3,TreeBoxes,validation,0.1,0.35,Frey et al. 2026,61,2813,5347,3967,2767,0.46284103934121407,0.5644412068691692,0.5086168982245475
SAM3,TreeBoxes,validation,0.1,0.4,overall (macro),85,4422,8344,6057,4448,0.5375815290861817,0.6217123323845053,0.5765942137759688
SAM3,TreeBoxes,validation,0.1,0.4,Allen et al. 2025,24,1609,2997,2090,1682,0.6123220188311495,0.6798528071298464,0.6443227882267029
SAM3,TreeBoxes,validation,0.1,0.4,Frey et al. 2026,61,2813,5347,3967,2766,0.46284103934121407,0.5635718576391643,0.5082636531566419
SAM3,TreeBoxes,validation,0.1,0.45,overall (macro),85,4422,8344,6057,4426,0.5375815290861817,0.6175268578577064,0.5747876757734202
SAM3,TreeBoxes,validation,0.1,0.45,Allen et al. 2025,24,1609,2997,2090,1661,0.6123220188311495,0.6717297427933294,0.6406516069037245
SAM3,TreeBoxes,validation,0.1,0.45,Frey et al. 2026,61,2813,5347,3967,2765,0.46284103934121407,0.5633239729220834,0.5081628198139735
SAM3,TreeBoxes,validation,0.1,0.5,overall (macro),85,4422,8344,6057,4407,0.5375815290861817,0.6134025471704357,0.5729946852535279
SAM3,TreeBoxes,validation,0.1,0.5,Allen et al. 2025,24,1609,2997,2090,1642,0.6123220188311495,0.6634811214187881,0.6368758422148384
SAM3,TreeBoxes,validation,0.1,0.5,Frey et al. 2026,61,2813,5347,3967,2765,0.46284103934121407,0.5633239729220834,0.5081628198139735
SAM3,TreeBoxes,validation,0.1,0.55,overall (macro),85,4422,8344,6057,4386,0.5375815290861817,0.6088859930582902,0.5710163731026057
SAM3,TreeBoxes,validation,0.1,0.55,Allen et al. 2025,24,1609,2997,2090,1621,0.6123220188311495,0.6544480131944969,0.6326845734083107
SAM3,TreeBoxes,validation,0.1,0.55,Frey et al. 2026,61,2813,5347,3967,2765,0.46284103934121407,0.5633239729220834,0.5081628198139735
SAM3,TreeBoxes,validation,0.1,0.6,overall (macro),85,4422,8344,6057,4369,0.5375815290861817,0.6061819623613894,0.5698244937303729
SAM3,TreeBoxes,validation,0.1,0.6,Allen et al. 2025,24,1609,2997,2090,1604,0.6123220188311495,0.6490399518006955,0.6301465603717168
SAM3,TreeBoxes,validation,0.1,0.6,Frey et al. 2026,61,2813,5347,3967,2765,0.46284103934121407,0.5633239729220834,0.5081628198139735
SAM3,TreeBoxes,validation,0.1,0.65,overall (macro),85,4422,8344,6057,4330,0.5375815290861817,0.5996936498992498,0.5669414672071055
SAM3,TreeBoxes,validation,0.1,0.65,Allen et al. 2025,24,1609,2997,2090,1565,0.6123220188311495,0.6360633268764163,0.6239669213622109
SAM3,TreeBoxes,validation,0.1,0.65,Frey et al. 2026,61,2813,5347,3967,2765,0.46284103934121407,0.5633239729220834,0.5081628198139735
SAM3,TreeBoxes,validation,0.1,0.7,overall (macro),85,4422,8344,6057,4278,0.5375815290861817,0.5905195823234468,0.5628084518489596
SAM3,TreeBoxes,validation,0.1,0.7,Allen et al. 2025,24,1609,2997,2090,1513,0.6123220188311495,0.6177151917248102,0.6150067819308439
SAM3,TreeBoxes,validation,0.1,0.7,Frey et al. 2026,61,2813,5347,3967,2765,0.46284103934121407,0.5633239729220834,0.5081628198139735
SAM3,TreeBoxes,validation,0.1,0.75,overall (macro),85,4422,8344,6057,4222,0.5375815290861817,0.5821900099909202,0.5589972326811717
SAM3,TreeBoxes,validation,0.1,0.75,Allen et al. 2025,24,1609,2997,2090,1458,0.6123220188311495,0.6017916502543765,0.6070111680350933
SAM3,TreeBoxes,validation,0.1,0.75,Frey et al. 2026,61,2813,5347,3967,2764,0.46284103934121407,0.5625883697274638,0.5078633077286728
SAM3,TreeBoxes,validation,0.1,0.8,overall (macro),85,4422,8344,6057,4132,0.5375815290861817,0.5701391089794173,0.5533818608493556
SAM3,TreeBoxes,validation,0.1,0.8,Allen et al. 2025,24,1609,2997,2090,1374,0.6123220188311495,0.5806376698568684,0.5960590849589923
SAM3,TreeBoxes,validation,0.1,0.8,Frey et al. 2026,61,2813,5347,3967,2758,0.46284103934121407,0.5596405481019663,0.5066587332662259
SAM3,TreeBoxes,validation,0.1,0.85,overall (macro),85,4422,8344,6057,4021,0.5375815290861817,0.5567044529588843,0.5469759020606705
SAM3,TreeBoxes,validation,0.1,0.85,Allen et al. 2025,24,1609,2997,2090,1266,0.6123220188311495,0.5543232663927479,0.5818809639256265
SAM3,TreeBoxes,validation,0.1,0.85,Frey et al. 2026,61,2813,5347,3967,2755,0.46284103934121407,0.5590856395250206,0.506431202609555
SAM3,TreeBoxes,validation,0.1,0.9,overall (macro),85,4422,8344,6057,3899,0.5375815290861817,0.5400277531198795,0.5388018645809081
SAM3,TreeBoxes,validation,0.1,0.9,Allen et al. 2025,24,1609,2997,2090,1154,0.6123220188311495,0.5257506073032064,0.565743636869791
SAM3,TreeBoxes,validation,0.1,0.9,Frey et al. 2026,61,2813,5347,3967,2745,0.46284103934121407,0.5543048989365525,0.5044606597360456
SAM3,TreeBoxes,validation,0.1,0.95,overall (macro),85,4422,8344,6057,3741,0.5375815290861817,0.5200848979140393,0.5286884929650916
SAM3,TreeBoxes,validation,0.1,0.95,Allen et al. 2025,24,1609,2997,2090,1016,0.6123220188311495,0.49614158493334354,0.5481432423775222
SAM3,TreeBoxes,validation,0.1,0.95,Frey et al. 2026,61,2813,5347,3967,2725,0.46284103934121407,0.5440282108947351,0.5001614310943632
SAM3,TreeBoxes,validation,0.1,1.0,overall (macro),85,4422,8344,6057,3346,0.5375815290861817,0.4751490345121091,0.5044408724256926
SAM3,TreeBoxes,validation,0.1,1.0,Allen et al. 2025,24,1609,2997,2090,765,0.6123220188311495,0.43994444996679033,0.512014174669959
SAM3,TreeBoxes,validation,0.1,1.0,Frey et al. 2026,61,2813,5347,3967,2581,0.46284103934121407,0.5103536190574279,0.4854375174330891
SAM3,TreeBoxes,validation,0.1,1.0001,overall (macro),85,4422,8344,6057,0,0.5375815290861817,0.2784532977237183,0.3668749044807073
SAM3,TreeBoxes,validation,0.1,1.0001,Allen et al. 2025,24,1609,2997,2090,0,0.6123220188311495,0.29761854734522725,0.40055009420626214
SAM3,TreeBoxes,validation,0.1,1.0001,Frey et al. 2026,61,2813,5347,3967,0,0.46284103934121407,0.25928804810220935,0.33237589167680115
